event,date,person,quote,Positive?,Negative?,Team?,Individual?
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,So I just did that. I don't always need to be looking to score every single time I have the ball. Just continue to make the right read and understanding what it is that provides our best offense as a team.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"I think everyone has seen her. She's been struggling but she's been feeling good these last few days, can tell you that much. She has been.",,1,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"We just knew it was a bit of time. We've given her so much rest here and she was ready to go. She puts the work in. Like I said, she's tough. We talked about the grittiness that she gives us.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"But it's great that you put the ball in her hand and be more of a playmaker, because it takes a little bit more pressure off these two in particular. I thought that was very effective for us. But her defense, she was everywhere. She was guarding everyone. I'm really happy for her. We just have to freshen up and get ready for the next game.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"I think what B and I were continuing to say in the huddles was defensively, you know, the schemes because they went small. So it means our matchups are a little bit different. And making sure that we have each other's help. If we are weak side, who is high, who is low. Just those type of things, and knowing that like scores and stops, we're playing the long game in the last two minutes, and making sure that we are all are on the same page.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"Look, I mean, I think we missed her grittiness and just she's the ultimate competitor. She takes pride -- she used to always guard the best player and obviously now we have Leo, too, that makes us really a versatile defensive team.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"But you also miss her play-making. That's something we talked about this year. We wanted to make sure she could play-make more and it was hard for to play-make when she was hobbling around with the knee. We need her to get confidence first, and then to go out and play.",,1,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"She's just impactful because she plays at both ends of the floor, and plays hard, and she's a winner. So happy that she got the success tonight and keep building on it.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"Well, I'm not from here.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,It's a full house tonight. It was really loud.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,Largest crowd ever.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,SANDY BRONDELLO Loudest.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,BREANNA STEWART Largest.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,SANDY BRONDELLO Largest.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,She's not from here.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,I'm not from here. Loudest? Largest.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"I'm not from here. It's great. We talked about the winner is women's basketball, WNBA. So many fans coming out to watch these amazing players play, but yeah, they are all welcome. All coaches.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,My coach is coming to Minnesota.,1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"Absolutely. I think the moment the game ended Thursday night, I was looking forward to Sunday, just to be able to kind of change things, change the narrative a little bit, and know that I'm going to come out and be the same that I was and be obviously better.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"It was the difference in this last game. I think that especially after watching the film of Game 1, we slowed down to a pace that is a little bit awkward for us. We want to play fast and we want to move the ball and we want to get downhill and we want to score, obviously.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"So making sure that no matter what, we continue to play fast, we get good shots and we get that defense moving.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"Understanding how teams are playing me and being able to make that adjustment in real time. Possession by possession, quarter by quarter, teams have kind of changed the way they have guarded, whether they are switching, hedging, trapping. And I think being able to just be poised and understanding what it is that I need to do in order to create an advantage for the team that we have out there on the floor is what I've always wanted to do, and I feel like I've been able to do that in a really good spot.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,Obviously my teammates set really good screens and are able to get me open in order for me open to create for them.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"I'd say it worked pretty well for us, understanding that we use our big lineup and knowing that, you know, we can get the ball inside. We can switch. We're able to apply pressure defensively with our length and being able to get steals and just disrupt their flow.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"But obviously it's a series and it's a chess match and they are going to throw different adjustments, and I think our ability to stay poised and being able to kind of see what it is that they are doing in real time is going to be crucial.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,Now we have seen their small ball lineup and we're going to go back and find ways that we can execute while they have that group on the floor.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"Yeah, I mean, obviously we weren't happy the way we played we and we talked about our principles of play. We have it on our wall, there's a way that we want to play when we are at out best, when we are at pace and moving it, setting good screens and getting second and third side when we need it, but with a good inside-outside attack. We came out, and I think that was very effective for us.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,We always want to try to get the ball to JJ. They bring a lot of congestion and we probably would have liked to put it in more cleaner in some areas but she demands so much attention down there. I thought the are best thing was obviously just getting on the boards. I think she was fantastic for us.,1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"And that's what we need. You know, some games you are going to get more touches than other games and shoot but it's more about playing in the right way and sharing the ball and good to great. I think shot selection wasn't great last game. So it's about making those adjustments and continue to play the way that we want to play.",,1,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"I was thinking no, no, she's up -- no, no, she's going to shoot it. But a three-point shot is a layup for her. We encourage her to shoot all those threes. I know she missed one just before it. But I love the confidence that she brings.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"Yeah, you know, I think kind of piggybacking off of the question that I answered from Pepper, it's understanding when I'm getting into the paint, the defense has to make a decision. They are either going to come and take me or they are going to play, you know two on one on the back side, and there's Leo and B in the corner, and as a defender, you just have to take your pick between the two.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"I was able to just drive in, look her off, and obviously B -- a corner three for B is a layup as well. She shoots that at a really high clip and really well. So I kind of baited Alanna Smith into thinking I was going to pass it high. And B hit a huge shot for us that changed the momentum of the game and continued to extended the lead. I think they called a time-out a little bit after that. It was huge for us.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"We believe in her. She knows that. This was a huge game. She played a huge role in the game ending up the way that it did and she's going to continue to do it for these next two games, we know that.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"Look, I think we've been in these moments before on opposing court when it gets really, really loud, and it's more about making sure we stay true to who we are. We kind of know how we want to play. We know that they are going to make runs. We know the crowd is going to get into it.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"But we've just got to continue to play -- stay true to who the New York Liberty are, and if we can do that, we can overcome any obstacle.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"We have had great starts in both games, but I thought our -- how much they were talking in the huddle, you know, it wasn't just me talking all the time. They're going ""We have got to rebound. The possession game.""",,1,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,"We kept Minnesota to 27 points in that second half, that's pretty good. And some of our scramble defense, we were down 1-0. So you know, we should be playing like that. And now we can tidy up some things and they can tidy up some things as well, too. We'll look forward to playing another tough game on Wednesday.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"Yeah, I mean, I think we embrace it. We like it when it's loud. We like it when it's difficult. You know, as we did tonight when it's so loud that you can't hear, you know, just expecting that when we go to Minnesota, hopefully it's going to be an incredible atmosphere for both of those games.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"But just continuing to stick together, and I think also, the biggest thing behind it is like not getting too high or too low, you know. Things are going to seem bigger than what they are because they are playing at home, and I'm sure Minnesota said the same thing when they are playing here.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"But yeah, we like to go on the road.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"Yeah, obviously I stayed up watching the game, not too late laughter.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"But it was a nail-biter. But I mean, after they won the way that they did, today I was like, yeah, I'm going to wear my Oregon shoes because I wanted to embody that tough, gritty win that they pulled off, which is probably one of the biggest wins that our program has had there.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SABRINA IONESCU,"A lot of things didn't go right for them and they just continued to fight and stay together and grind out a really big win. I was like, all right, I want to bring that energy with me today on the court and kind of do the same thing.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,Lucky shoes.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"I think it defines our team in terms of being able to get through difficult times. That's what we say, we've been talking about, all these interviews we've been given, that's what we are talking about You have to be mentally tough and resilient. You have to look inward and not blame other people, and give each other confidence.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"And we were that team. You know, thrilled that we could hang in there.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,COURTNEY WILLIAMS,"I mean, he believes in us like we believe in ourselves. I think we have such a tight-knit circle with our families involved as well, and we all know what we can do in that. We never give up.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,COURTNEY WILLIAMS,He embodies all of our families. They all believe that we can come back and we can win and we can stay composed and hopefully win. The basketball gods were on our side tonight.,1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,COURTNEY WILLIAMS,"That's just a testament to how we believe in each other. We have so many great three-point shooters, and the fact that these girls are out here trying to get me the ball, I mean, I could cry. This is amazing. I love it.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,COURTNEY WILLIAMS,"I say that all the time, and I don't say that for fun. These people I'm around, we believe in each other so much. It's crazy, man. I'm happy to be here.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"From a basketball standpoint, Courtney recognized that she had to get more aggressive. Not pick up her dribble. Her team needed her to be aggressive to go score the basketball. We needed some help. Phee got going as well. But Courtney has been around for a while. She has been in Finals games, and she knows her team needed her to get aggressive.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,NAPHEESA COLLIER,"I think just taking it one possession at a time. We've been in situations where we've been down before, and that's when we really lean on our defense. That's something we were talking about, getting three stops in a row, chipping at it a little bit at a time. Not thinking about the point difference, but thinking about the possession that we need to get a stop and a score. That's just what we were talking about at halftime.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,NAPHEESA COLLIER,It just goes in preparation. Our coaches do a great job of preparing us and playing tendencies and just playing defense.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,COURTNEY WILLIAMS,I don't know where it ranks. It's 1 right now because we are here. I like to be where my feet are planted. So it's 1 right now.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,COURTNEY WILLIAMS,Laughing.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"That helped her a little bit, clutch free throws, that was good.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,COURTNEY WILLIAMS,I messed that up laughing.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,I didn't feel that way. Those are your words.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"We know it's a long series. Nothing is won in the first quarter. It was not the first quarter that we were hoping for. What our narrative was in the timeouts was just we had to find our footing. Find our footing defensively, and we did the second quarter. We held them to 12 after giving up 32. We went into halftime in good shape.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"No question about it, the second-chance points are really, really disappointing. That could have really cost us, and we were very, very fortunate that we overcame that. But defensively, we knew what we had to get done. Once our offense improved a little bit and we stopped turning the ball over.",,1,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,But they played terrific. I thought New York played terrific. Their pace was terrific. They run so many great things. They are unique in what they do. They found JJ repeatedly. She had a tremendous game. We had to overcome a lot.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"And then you look up at the end, and you know, we held them below 40 percent, which is monumental. A lot of that was obviously late. We got big stops when we needed them. Repeatedly, whether ball is going out of bounds or 5050 balls, referees, whatever happens, jump balls, fouls, all that stuff, we just had to be gritty at the end. We had to get stops to win and that's what I'm proud of.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"Well said. Alanna is one of our highest WARP players, if you're into analytics. She's one of our highest. You know, like you said, she's not going to wow you. She's not going to fly around, scoring the ball, making post moves. It's not her. But what she does for our team, both offensively and defensively, it's not underappreciated, I can tell you that. It's a little bit understated. People have to really watch to recognize what she does for us. Fighting through. Every night, she's playing against the opposing team's big, and she's not big. And so if you look at the success that she has in doing that, it's the reason why we're sitting here today in the Finals. She's Second Team All-Defense, along with Collier as Defensive Player of the Year. Those two are the heart and soul of our defense.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"No, it is the margin. It is the margin. But I hear what you're saying, in that when it mattered, we got some hustle plays. And we always say, you never know which one is going to be the difference between winning and losing.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"If the bigs weren't rebounding, might as well go small. Couldn't get any worse, right? What we wanted was a couple ball handlers, get downhill, try to get some easier stuff and pace, etc. That was actually, I don't know if it was Katie Smith or Rebekkah Brunson, but it was something that they asked for and it was a really good call.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,NAPHEESA COLLIER,"Yeah, it felt like we got a second chance. Obviously you don't want to be put in that position. Wish I wouldn't have fouled. Wish it wouldn't have been called, whatever it was.",,1,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,NAPHEESA COLLIER,"But yeah, you're not thinking about that in the second. You're just thinking making sure they didn't get the rebound, making sure we're boxing out and going to our next play. So yeah, that's what I was thinking about.",,1,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,NAPHEESA COLLIER,I didn't know she was here.,1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"She was texting to the bench. A lot of the good stuff we did, she was sending laughter.",1,,,1
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"The games that we were talking about, we were up. We were managing leads. We weren't finishing well. The fundamental difference is we were down. So obviously we finish games better when we're down, based on the playoffs.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"But that was what I was referring to, was managing leads better, playing all the way through to the end of the game.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CATHY ENGELBERT,Welcome to Game 1 of the WNBA Finals. I'm excited to be here in New York City as the Liberty take on the Minnesota Lynx.,1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CATHY ENGELBERT,"As you all know, the Liberty and Lynx were the two best teams in the WNBA all year, with both at the top of the standings for much of the season. The Liberty, one of the league's original franchises, are making their second straight Finals appearance and looking to win their first WNBA championship. Obviously, they won the Commissioner's Cup the other year 2023. The Lynx, one of the most decorated franchises in WNBA history, are looking to win a league-record fifth title and are appearing in a record seventh Finals. They're looking to become the second team to sweep both the Commissioner's Cup and the WNBA Finals trophy.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CATHY ENGELBERT,"With Napheesa having such a career year, along with the play in New York with Sabrina and Stewie and the storylines about Leonie Fiebich, her first year in the league, All-Rookie Team, and free-agency signings in Minnesota with Courtney Williams and Alanna Smith and so many more storylines, I'm just excited to get this tipped off.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CATHY ENGELBERT,"The Finals mark the culmination of what I think is the most transformational year in the WNBA's history. You saw all the statistics we put out viewership, attendance, merch sales, digital engagement at or near record levels. To put it in perspective with a few stats that bring insight into what has happened, the WNBA has significantly outpaced the industry in average consumption of live games in 2024. Fans watched 30 percent more minutes on average of each WNBA game in the 2024 regular season.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CATHY ENGELBERT,"Our focus on our direct-to-consumer platforms led to record-breaking content consumption and repeated fan engagement. WNBA App downloads surpassed 1 million this year, and monthly active users skyrocketed 252 percent. Social engagement increased nearly 300 percent across all of our league channels. There was an astounding 872 percent increase in WNBA App story views, which I know I watch my kids watching all the little stories that we put out there.",1,,1,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CATHY ENGELBERT,"Last time we gathered for the Finals, in 2023, we had just announced the Golden State expansion franchise. Since then, we have announced two more expansion teams to begin play in 2026, Toronto and Portland, with one more team to begin play by no later than the 2028 season, to get us to 16 teams.",1,,1,
