event,date,person,quote,Positive?,Negative?,Team?,Individual?
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Much deserved. Like you said, we scored 200 points. We had three guys score over 36 points, so it could have went either way. But Dame put on a show. I was happy for him. It was cool that I could take a backseat this year and kind of chill and get to enjoy the show a little bit.",1,,1,
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Actually, I got to talk to him before the game started. The time difference is a little crazy. He actually is up -- he's a Finalist for Coach of the Year. He started off as an assistant coach, and the head coach got let go, and halfway through the season.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"They were like in the 10th or 11th seed, and how he kind of turned around. They're in the 4th seed going into the playoffs. Extremely obviously happy for him. Happy for what he's been able to do over there and kind of turn that organization around.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,He loves it. He loves it over there. He loves being in Australia. He says the games are extremely competitive. The atmosphere is crazy. Hopefully they can continue and go all the way. But it's been great to see him turn that thing around and have a lot of success over there.,1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Meeting Larry, it was super quick. I had told him it was an honor to meet him, and he told me he was looking forward to finally get to meet me. Then we took a picture. So we didn't get to talk in detail.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"It's extremely important. Being an All-Star is obviously a reflection of the work that you've put in your whole life, the work that you've obviously put in the first half of the season, but it should be celebrated with your family. Nobody is successful by themselves. Everybody has a support group, people to help raise them, support them through ups and downs.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"I loved it. The shorter introductions, not being on the stage and all that, I'm definitely a fan of that.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"East versus West, I thought it was cool. This is my first All-Star Game experience in East versus West. So that's kind of what I grew up watching. I enjoyed that.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Yeah, I liked it better this year honestly. It was a regular game. Halftime was a little shorter, and the introductions was a lot shorter. So it felt like a little bit more normal of a game than past years.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"I think it's my responsibility. I understand the platform that I have and the position that I'm in. I'm in a position to inspire a lot of kids and a lot of people, and I think, as we all were inspired by somebody. I feel like, as you grow up, you should always keep that in mind, that somebody inspired you to get where you are today.",1,,,1
2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"The larger your platform, I feel like the larger your responsibility is. Growing up from St. Louis, I always had it in my mind that I wanted to impact my community. I wanted to change and make St. Louis a better place than when I grew up. I didn't always know how to articulate that when I was younger, but from a very young age, I knew that I was going to be where I'm at today, and that I was going to inspire kids and help change lives back where I'm from.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DONOVAN MITCHELL,"No. Honestly, I don't really shoot one-legged threes. It was really a spur of the moment. I just saw LeBron is in front of me, and I figured why not go ahead and shoot a one-legged shot.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DONOVAN MITCHELL,"Fortunately, I've been around a few times, so it wasn't my first time. But it's always a blessing, especially for the older guys. You've got Steph, LeBron, KD. Those three in particular, those are Hall of Famers, top-tier guys. It's always a blessing to share the court. As long as you can, you treasure those moments. Hopefully I'm talked about in the same category as my career continues to move forward.",1,,1,
2024 - ALL-STAR GAME,18-Feb,DONOVAN MITCHELL,It never gets old. You just find ways to enjoy each moment and embrace it.,1,,,1
2024 - ALL-STAR GAME,18-Feb,DONOVAN MITCHELL,"I told him he should have went for it before we started the game. He is back from injury, so he tried to pace it, I guess. I told him go ahead and go get it. He started off hot. Dame got going. There was a lot of scoring tonight.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DONOVAN MITCHELL,"Not at halftime, there was no talk of it. That's the thing with athletes, though. You kind of have this within the game, and you could see it out there. Karl was going for it, J.B., Dame. You can see it. I think that's what makes it special, because now you've got guys taking shots and putting themselves in certain categories.",,1,1,
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,Appreciate it.,1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I just told myself I'm going to be aggressive, and I'm going to keep firing. I saw a couple go in. After that, it was just like I'm going after it. So that was it.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"The first one, I was super, super loose. Then the last one, I was actually kind of stiff. So I just had to shoot it a little bit higher. I got two of them in.",,1,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"Our coach was the coach. So a lot of our staff was around the whole time. I think it was just a positive weekend for us because we just had a lot of interactions. We were able to have conversations about where our team has been lately and what we want to do, how we can help each other better.",1,,1,
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I think, when you can break away from not only the season and have All-Star break, but also break away from the team and us be able to just be man to man and kind of just bond like that, it's always helpful.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"Like you said, me being able to come here and see how he's viewed around the league and him also to be able to come here and see how I'm viewed around the league. I think that just helps with any type of dynamic when you're trying to accomplish what we're trying to accomplish.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I think people who are fans of the game, they love it. They enjoy being entertained. I think it could be more competitive. I think in our game right now it's such a fast-paced game. We play a lot of games. The game has probably also had more injuries than it's ever had.",1,,1,
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"Trying to manage everybody, trying to protect yourself and not get injured and take away from what you ultimately want to accomplish, I think is something we prioritize. But it's a lot that goes on when you come here for this game.",,1,1,
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I think 200 is a lot to be scored. It just shows that we didn't go out there and compete like I guess you would want us to or whoever would want us to. But I think that's just what it is. Guys are talented. Make a lot of shots. We hit a lot of threes, and that was it.",,1,1,
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"Any time you're mentioned in the same category as Mike, it's an honor, and it's a major accomplishment, even if it's All-Star Weekend. If it was that simple, more people would have done it since 1988. So that's a major compliment for me to be mentioned in the same conversation as far as that.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"Like you said, it's been a tough year, just the transition, being on a new team. We've had three coaches since I've been there. We've had coaches leave. Moving across the country. I've been on the West Coast my whole life with my whole family right there, just a tight group always in place.",,1,1,
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I think any time you have these types of experiences where you have an adversity and things not just flowing like you expect it to or like you would want it to, I think that's the time you've got to just show who you really are. You've got to keep doing what you do, keep believing. When you do that, usually it comes back to you. There's some type of reward that comes forward.",,1,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"You can't just fold. And that's what my mentality is. I did come into the weekend, when I knew I was going to do the 3-Point, I was like I'm going to try to win. I'm not going to be casual and cool about it. I'm going to try to win again.",,1,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"And I'm going to come into the All-Star Game, my first start, I know I'm going to be on the floor a lot. I'm a vet in the game at this point. Why not go and try to get an MVP? Since I've been here enough.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I saw the ball go in, and I started to do that. But I wouldn't say it was validation. It's just something I put my mind on, and that's going to be what my intentions are this weekend, and I was able to do it.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I think something could be done about it. I'm not sure what, but I think there's a way to make it a more competitive game. I don't think anybody is going to play in it like it's the playoffs, but it's a way to get guys to come to the table and just play a more solid game, I guess.",,1,1,
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"But I did think it was a good game. Any time the crowd is engaged and you're hearing oohs and aahs and things like that because, if the crowd isn't enjoying what they're seeing, they're not going to say nothing. I've seen it. They'll just sit there and watch.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"I think this is the most success I've probably had in one All-Star Weekend. Had a few launches with some of my partners, won the 3-Point, won the All-Star Game MVP. So it's been a successful weekend. I think any time you get to be a part of this, that's what anybody would want.",1,,,1
2024 - ALL-STAR GAME,18-Feb,DAMIAN LILLARD,"But going forward, it's just like you've got to recharge and get ready for the closing stretch and try to just get our team to where we need to be so we can go after what we want to accomplish this season.",1,,1,
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,It's just been an absolute honor to be able to grace the floor throughout my career and be out there with the greatest players in the world year in and year out.,1,,1,
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"This is very humbling, very blessed, and it's something I will never forget obviously. It's part of my journey.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"I won't be playing the entire game tonight, for sure. I can get out there and run around with the young guys for a little bit and then shut it down at some point to give my body, and my ankle more importantly, another opportunity to rest.",,1,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"I'm seeking some more treatment tomorrow going into this week, because we have quite a few days this week as well. We don't play until the end of the week. See how that goes. But the most important thing for me is definitely my health, where I'm at right now, where our team is leaning. We're trending in the right direction.",,1,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"Obviously, with our Laker team, it's been about health all year. Trying to do what's best for me for the betterment of the team.",1,,1,
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"Yes. I think for me, I can affect the game in a lot of ways. At this point in my career, it's still the same way. I can affect the game by being on the ball, being off the ball, cutting from the weak side, slashing from the weak side, running in transition. I have the ability to shoot the ball in space at more frequency at a higher level than I was early in my career. So I've worked on that.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"My mind is just sharper than anything. It's allowed me to go out there and sometimes just outthink the game and not have to physically be imposing out on the floor for 40 minutes or 42, whatever the case may be that I'm out there. I could pick my spots.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"I guess each team is going to dictate what your defense allows you to do or what you want to take away. At the end of the day, we're All NBA players, and you can't take away everything. Guys are going to score, guys are going to shoot threes, guys are going to put up numbers. It's what you're willing to give up, not what you want to take away.",,1,1,
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"Every team is different. Every team's portfolio is different of how they attack the game. If you do your scouting, if you do your research, you know players' tendencies, you can be proactive more than reactive.",1,,1,
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"You're absolutely right, the game that's definitely got to, because of analytics, when that tapped into our game, it's more just like layups, dunks, free throws, threes. A lot of teams are trying to shy away from the midrange. A lot of teams are trying to shy away from a lot of other things that, when I came into the league, that was very important.",1,,1,
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"Depending on the teams that you're playing, you know the teams that want to shoot 40, 50 threes a game. You know the teams that want to shoot 25 to 30. You just have to do your scouting and be prepared for it.",,1,1,
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"I still at heart and like deep inside, I'm still like that 18-year-old kid that came into this league from Akron, Ohio, which is like you don't really have many inspirations. You've got to grab it from somebody, and it's usually like a family member or a basketball coach or a football coach or a teacher or somebody like that. It's not many people that make it on TV or make it to doing special things that you think is special.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"Yeah, I mean, I told myself before the season when I committed to being a part of the Olympic team, obviously it was all predicated on my health. As it stands right now, I am healthy enough to be on the team and perform at a level that I knew I could perform at.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"Like you said, there's still time left in the season, a third left in the regular season. Obviously, I don't know what the future holds as far as postseason, whatever the case may be. Like you said, it's 11 games, but it is 5 12 weeks, and it's more miles put on these tires.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"I've always -- if I'm committed, which I am, to Team USA, then I'm going to commit my mind, body and soul to being out there for Team USA, being out there representing our country with the utmost respect and go out and play.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"But the one thing I know for sure, I don't have to carry the load. I've never had to carry the load on any one of the three teams I've been on, the '04 team, the '08 team and the '12 team. I just try to do my best and be as great as I can be on the floor in the minutes I'm out there.",1,,,1
2024 - ALL-STAR GAME,18-Feb,LEBRON JAMES,"I'm not sure right now what the full team is going to look like, but from some of the names, I know I don't have to feel any pressure going out there to feel like I have to carry the team. That's going to be a full 12-man roster that's capable of doing it both offensively and defensively on any given night versus any country in the world.",1,,1,
