event,date,person,quote,Positive?,Negative?,Team?,Individual?
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"And everything, you know -- we did everything possible for that, and now we get the fruits from our labor.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"Yeah, finally, finally, man. It was a long road to get here, to be honest. To be the last team standing, it feels amazing. Like, all that work paid off.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"As I said, when I was still on stage and stuff, like it still felt surreal. Like, I couldn't -- and us as a team, I think we couldn't really, like, settle into that.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"But then once we got back to the locker room and started celebrating, I think that's when everybody realized we actually did it. We did it. And, yeah, Joe is an animal.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"Yeah, I know, great question. Al is an unbelievable teammate, unbelievable person. Everybody loves him. He's a great leader. You know, knowing how he has been chasing this for so long in his career and finally get it done, and playing at a high, high level at his age, man, I don't even know, like, words I could use to describe him.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"You know, everybody loves him. And he gave everything to this team. He deserves it more than anybody.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,No. Laughter.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"No, obviously, like, what was put out, it was the truth. It was, like, something torn. And then my tendon is just out of place. And it, like, pretty much hurts on every step. Like, I would take a walk in Dallas, and my leg would swell up.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"I was like, I don't know how I'm going to play, if I'm going to play. But my mindset was always, I'm going to try to find a way how I can manage this.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"And, yeah, somehow I got it going for this game. A lot of it was for sure like the adrenaline from just playing at the Garden and playing in front of our fans and having that opportunity to close it out. And, man, I got it going.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"Good question. I don't know how to answer it yet, to be honest. I think I'm going to need a little bit of time, and then I can kind of reflect.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KRISTAPS PORZINGIS,"Because right now I'm just so in the moment and enjoying this. Man, this team, like, you know, it's just a special team and, like, everybody gave whatever they could for us to get here. And right now, we are just so in the moment. I think once I'm back home and settled, everything settles, I'll be able to compare better.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"Yeah, he's available. Expect to see him tonight.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,Have faith and execute what's necessary to win Game 5.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"I mean, it wasn't necessarily Game 4. It was the time after Game 3 leading up to our time together yesterday. So, I think it's just kind of getting the general temperature of the team. Kind of figuring out where we're at. And, you know, regardless of where we are at, the series, you always have small resets like that throughout anything.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,So thought that was just kind of the temperature of our team and making sure we are in the proper space to be ready to execute.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"It feels good. I think the most important thing, something that's really been going through my mind throughout this process, is you can't lose sight of the people that came before us.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"And I want to make sure every person that's worked for the Celtics, that's played for the Celtics that didn't win, knows that their work and what they have done has not gone unnoticed or it doesn't play a part in where we are at today.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"It can be so easy when you work for this organization and you don't win that the work that people put in just gets brushed over or gets ignored. And when I first got here, the staff, you know, Brad's coaching, the staff that they had, the foundation that they built with these guys when they were young, the foundation of what we have, is one of the reasons why we're here today.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"So I think that's one of the first things that came to mind, was just because we won this doesn't mean what the people have done before us isn't just as important.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"Yes. Payton is one of the best competitors and one of my favorite people in the world. Just the way he competes, the professionalism and just for his ability to take pride in stuff like that. He's really grown as a player this year to becoming a well-rounded player on both ends of the floor, and he won us games.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"I think he won us moments. You know, as the playoffs go on, obviously some patterns change and things change, but those guys have to win moments of games for you, and Payton did that twice for us. That is just as important as any other plays that happened throughout the series and in the playoffs alone. You know, I've got a huge heart for him.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"It really starts with them. You can't have a philosophy or a way of playing if you don't have a group of guys that are willing to buy into it and be disciplined. Quite honestly, this group of guys has been through so much in the league, they know what it takes.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"It's more about that. When you have a group of guys that have an understanding of what it takes, using the experiences that you've been through. And that, to me, is more than anything.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"It was a joy watching the guys just grow as a team throughout the year but also like really work at it. Like, there's a group of guys in the locker room that decided they wanted to win day one, and credit to them.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"That was awesome. It's a huge credit to him. Like I said, I know he's been in and out in the playoffs, but he's worked his ass off to try and get in and play as much as he could.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"It just says -- about the team, everyone is going to do whatever it takes to win. And even though he wasn't a hundred percent, he said he wanted to play, and he knew he could give us something. And I thought that the minutes he gave us were valuable. It speaks to who he is, and it speaks to the locker room.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"I mean, those were actual numbers. We live in an expected world. So we didn't pay much attention to the actual numbers.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,But to me it was just paying attention more to the process of what we were doing. And there were obviously some things that we had to improve upon from last year analytically to make up for some of the stuff that we lost. The guys bought into that.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"So to me, it was just more of the process of making sure that we are playing the right way, making sure, you know, we are attacking the game analytically in the right way, but also having the open-mindedness and discipline to do some of the other stuff.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,So I thought it was a good balance.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"I feel like it's going to be like that for the rest of my career, as it should be. I think just having an understanding that praise and criticism are both just as dangerous. And if you don't handle them well, and I think we talked about that as a team this year, like winning is just as dangerous as losing if you don't handle it well.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"I think our guys handled winning the right way by, whether we won or lost, we just moved on to the next game.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"And it's Boston. Like, we wouldn't want it any other way. I think the ownership and the responsibility to give back to the franchise, give back to the city, that's just part of it.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"And so I think -- but you need it. Like, you need that. You need criticism. You need praise. You need expectations. All those things go into making who you are as a person, making who you are as people, as an organization.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JOE MAZZULLA,"So just having an understanding that they are never going to go away. If someone tells you ""Good job,"" that's just as dangerous as someone telling you you suck. But you need both of them in order to get to where you want to get to, and there's no place else I'd rather be.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,They shoot the ball a lot. I mean they are good. They are really good. That number is incredible when you think about it.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,But it works. And so we're going to need to add to that point total tonight if we want to win.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, I think there's a balance. You know, there's communication. There's always development with one's individual game. And so it's almost going to be a year since we had him in the draft. I think the draft is in nine or 10 days.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"And so to be able to see where he has improved, not just in his strength but also the other areas, and he can shoot. You know, he has the ability. He has a nice stroke out beyond the arc. And so in due time, he will be one that's going to probably shoot a lot of threes.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"But right now, his strength is offensive rebounding, the vertical game, and then defense, being able to guard the ball and then also protect the rim.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, those have been games that we've looked at as games that can change a series. And so just understanding swing games, when you look at 3 and 5, are typically the swing games. So we really have had success in Game 5s, and hopefully that will continue tonight.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, I think we expected him back at some point, and he's available tonight. What does it change? Just, you know, his ability to score in Game 1 and 2, and we have to be better. We've got to make him put it on the floor where he just can't catch-and-shoot.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Then defensively, we have to be aware of his shot blocking. And so we've got to account for him when we do drive it to the paint that he's one that can change or block shots, and we have to be better at that. In Game 1 and 2, we weren't very good.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"With him on the floor, we'll see how he moves, but I think that healthy or not healthy -- I mean, healthy, we are going to still check to see how he moves. So nothing changes there.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, we're going to fight. We put ourselves in a position in Game 4 to get a win to keep the series going, and now we're here in Boston. They have played extremely well at home. But we still feel that the pressure is on them to end the series.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"For us, it's to go out there and play. Hopefully we can copy some of the things we did in Game 4 to have success and hopefully can put ourselves in a position tonight to win.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"But, you know, as we've always said in this league, it's hard to close the door. Nothing's given. You've got to earn it. And so for tonight, we've got to find a way to keep this thing going and get it back to Dallas.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"He's a superstar. He's one of the best players in the world. Most stars love that type of atmosphere, that type of setting. That's what makes them stars is they tend to bring their best game with their back against the wall. He's done it for the Mavs and for his national team, and so we expect nothing any less than that tonight.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, I knew about the Red Sox and Yankees. You know, when you talk about being down 3-0, that's the truth and those are the facts.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"But there is another game to be played, and so if you can just stay in the present, that can help, you know, with what you're trying to achieve, and that's to keep the series going, and we did that in Game 4.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Here on the road, we have to be in the present. We can't think about Game 6 or Game 4. We have to play Game 5.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"So we are excited about having this opportunity, and hopefully we can put our best foot forward to keep this thing going.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, I think when you look at their journey for seven years, there's been ups, there's been learning experiences for them with winning and losing, and so understanding for us, we've been together for five months, some of us, so this is a really positive journey that we've been on here, and we'll look at what we can do as we get to the Finals, just understanding we have to play our best basketball. Unfortunately, Boston was better than us in this series and they won the championship.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Well, I think the first step is just to be in it. I think that's a big thing. A lot of us -- when I say a lot of us, excluding the people in the locker room, didn't have us here, and so to be able to start the playoffs in L.A., to start the playoffs in Oklahoma, to start the playoffs in Minnesota, to understand that that's not easy to do. I thought the group did a great job. Yes, we lost 4-1, but I thought the group fought against the Celtics and just, unfortunately, we just couldn't make shots when we had to, or we turned the ball over and they took full advantage of that.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"So there's a lot of positives in this run that we were on during the playoffs, but also, since March, we've been playing basketball at a high level. So when we go back to look at some of the stuff, what we can continue to build on and what we can get better at.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, I think that's a very good point. First year we lose to Golden State, who becomes the world champs, then we lose this year to the World Champs in the Boston Celtics. So, not a bad run in two out of three years. So, in between those two years, we get D-Live and we get trades that makes the team better, so a lot of positive things.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"We're a young team, and so this isn't a team when you look at, you know, do we have to replace some of the older players, it's -- you know, we have a core, a young core at that, and so this is an exciting time to be a Mavs fan and to also be a coach for the Mavs.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Well, he's one of the best players in the world, and so I think the biggest thing for him is that we all would like to be healthy, but there's going to be bumps and bruises along the way. So, for him at the age of 25 to get to the Finals, to be playing his basketball at the level that he's playing is, now it's just being consistent, and I think we all would say he led the league in scoring.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"He also has won, so now it's just a matter of being consistent and, again, always being in the talk for MVP because when you have one of the best players in the world, you should be always fighting for a championship.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, I think it's just time, being able to go through it, to get to know each other a little bit better on the court and off the court. So, I think the more time that these guys are around each other the better they're going to be next year.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Again, five months without a training camp. This season started in Abu Dhabi and it's been going on for a long time. So for this group to spend time together, to fail, and to understand what it feels like to fail and also to see what failure is and then how do we get better and learn from that. I think I've got a great group of young men who will be hungry this summer and will come back ready to play at a high level.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,JASON KIDD,"Yeah, it snowballed quickly. The turnovers led to easy baskets or wide-open threes. So they took advantage of that, and we couldn't keep scoring or keep pace with them. We got good looks that just didn't go down for us.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"Very confident. I mean, that's a positive note that we can take from this series, just how far we made it and how proud I am of the guys. We answered a lot of questions this year on what we were capable of doing and now it's just about being consistent. I think probably in the last week, I said that I wanted to be remembered as one of the best teams of this era and our last few champions have been a new one each and every year.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"So, I see an opportunity for us to really build our future in a positive manner where this is almost like a regular thing for us, and we're competing for championships. You know, I think from a spiritual standpoint, I think I enjoyed this journey more than any other season, just because of the redemption arc and being able to learn as much as I did about myself and my teammates and the organization and the people that I'm around. It's a lot of good people here so it makes coming to work a lot of fun.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"I mean, it starts in the summertime, it starts early in preseason when you're developing your habits. I think we went 0-4 in preseason to start, which wasn't the best start. But we got off to a pretty decent start to the season and there was some injuries and some uncontrollable things that happened, but I think if you look at the overall big picture, Luka's right, and I've been saying it too, just failure, it can inspire you beyond measure.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"We started off as a fifth seed and started on the road in every series and we were able to accomplish this and we were able to grow as teammates and a brotherhood here, a sisterhood here, where we can really take that as a positive going into the summer. So, yeah, failing at this stage definitely sucks. It's a bitter feeling because you want to keep playing and you feel like your best game is coming up next and the shots that you shoot next game are coming up, and now we got to wait two and a half months, three and a half months so the new champion gets a chance.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"So, yeah, I'm grateful for the opportunity to be able to grow with these guys in this locker room. Everybody across our organization, we've been able to celebrate our wins, but also learn how to celebrate our losses too and how to grow from that. So that's the difficult part of being human. When you really love something you really want to win and it doesn't happen, how do you respond from that. So I think that's where we are now, but I think I could tell you I'm pretty confident that we'll be back in the gym pretty soon and getting ready for next year.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"Yeah, it was emotional anyway. I mean, every series was emotional, just because I was just uncertain on how it was going to go and how we were going to respond to a little bit of adversity. We finally ran into a team where they beat us fair and square, and we weren't able to respond to a lot of their runs and we weren't able to execute at a high level. So when I was shaking everybody's hands, that was more of a sign of respect for their journey. They have been through an incredible five-year span of going to Game 7s or losing in the Finals, so they know what this bitter feeling feels like being up here answer answering questions about when this next year holds and I think they used everything as motivation.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"They were healthy, and they really kept their head down and weren't paying attention to any of the personal accolades or individual accolades. I think they just came together as a team and were okay with each person being great in their role and selflessly putting their best foot forward. So I think we learned more than anything from this series on what it takes to not only get back to this level, but win at this level, and the Celtics are the perfect example for us this season because of how much they have had to deal with in the past few years.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"So, it's admirable, you know, and to see -- did JB win Finals MVP? Yeah, that was big-time to see that trophy in his hands. I think him and JT should have split it, but those two guys in particular have, you know, almost been like students and as well now becoming teachers in their own right. So to see them accomplish -- see them accomplish that, I'm really proud and also extremely motivated to get back to this position in the next few years with my guys and be able to win this thing.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"I mean, basketball is a game of centimeters, man, sometimes inches, so when a ball is flying off your hands, sometimes it's going to feel good, sometimes it isn't. That's the maturity aspect. You got to move on to the next thing, and I've been talking about that. Whether I'm playing well specifically scoring-wise or I'm not, there is a team aspect here that we're becoming more gelled into or dialed into.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"I can score 25 points, but if I don't, we got to be able to pick each other up, and I think that's what we're learning about each other now, where they're going to be games where the shooting is not going to go well particularly for me or someone else on the team, and that's where we have to galvanize as a group and other players make plays and opportunities created for one another. I've been at the point of attack through most of my drives going against the Celtics one-on-one or coming off screens.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"So that's what the summer is for, is just continuing to work on those things that I saw this year, the physicality, being able to adjust to it and by next year be in a better position.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"Yeah, I would agree with that. Yeah, just time together means a lot, and failing together is not the ideal situation, but from a leadership standpoint, going through situations like that sometimes it will motivate you beyond things that you could imagine. When I was a little bit younger and I was injured in 2015 and we lost, it was a team loss. It wasn't just I was injured and we could have done this or that. So that went on my Finals record. I was 0-1. The next year we came back and won in a 3-1 comeback, and then the following year we lost against the Warriors and I haven't been back since.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"So, I look at it as, you know, an opportunity for us to observe what we did well this year as a group and how me and Luka can be better as the leaders of the team, one of -- a few of the leaders on the team, and really just enjoy the ups and downs of what's coming because now we know what to expect.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"So, this past year was a lot of newness. It was a lot of people being in new positions in terms of just the success. Success can be new for a lot of people too, but when you fail at the Finals, it's not something that you want to carry the disappointment forever or on to next season. We worked extremely hard to be one of the final two teams. We didn't achieve our goal, but we achieved most of our goal. So, this is just the last step that we have to get back to, and we know it's not going to be easy. We're going to be going against a lot of young teams that are emerging, but we're going to get better as well, and I think this experience will carry us forth in the following series that we play next year. God willing we make it back to the playoffs and get the chance to play our best basketball.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"Yeah, I mean, it's easy to get to that point when you have no other choice but to look at your partner or your teammates and say that we're going to do this and we're going to accomplish it, no matter what anyone says.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,KYRIE IRVING,"The hardest thing, I would say one of the most difficult things, not the hardest thing, but one of the most difficult things in this industry is, as I've been here for 12 years, is dealing with a lot of the relationship with, sort of say, social media or fans and media, and then us as players and wanting to achieve a golden legacy, so to say. Everybody looks at MJ as the prototypical guy, he was 6-0. Then you go down the list to Bill Russell and other great guys that have come through this league -- I could name a myriad of names, but for those guys in particular I think they have had the same trajectory or career path as some of the greatest to play the game, where they have lost early in their career and now they're at the top of the mountain because they earned their way there and they have been able to learn. So, again, I'm nothing short of proud of those guys, but I think this was a message to my teammates as well, that when we get this opportunity, God willing we get this opportunity again, we work hard, it's going to be more than just our talent that's going to get us over that edge. It's going to be more than just somebody scoring 30. It's going to take more than just scoring, it's going to take everything from you. That's what makes this thing beautiful too is, when you get to the top of that mountain, how do you stay motivated there. Now that they're there I think those are questions they're going to have to answer for themselves. But for us, we got to the top of the mountain and we failed, so now we have to start at the bottom, and that should be inspiring. So, grateful that I love what I do, grateful that I get to do it with people that love what they do too. So it will be a long summer, but looking forward to the start of next season now.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"I'm so grateful. I know I've said it before, but it's glory to the Lord for putting me in this position. It's been a lot of years.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"I don't think it's sunk in yet. I'm going through the emotions right now, but I don't feel like it's over. This is an unbelievable feeling. Yeah, the confetti, everything is going on, but it just hasn't hit me yet.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"Wow. It was crazy because during free agency meetings in 2016, my agent and I, Jason Glushon, were both sitting in the meeting, and we just kept looking at this enormous ring in Wycs hand. And after the meeting we were like, Did you notice that? That's the attention.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"Man, I never forget what Danny Ainge told me in that meeting. He said, ""You can win championships in many places, but there's nothing like winning in Boston. Nothing like winning as a Celtic.""",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"And that stuck with me from that meeting. I was like, man, I'm trying to be great, and that's what I want.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"The fact that it has come, it has happened, JT, JB, stepping up in a big way and leading us, it's special.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"Yeah, no question. You know, we all know Joe was thrown into the fire last year, and I felt like he did the best he could.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"But I just think this year, everything was different when we came in for workouts before training camp. He really, I felt like, put a sprint on everything how he wanted it to be and how he wanted us to work, how he wanted us to carry ourselves and how determined he wanted us to be.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"And it started from there. That energy that he had translated to the assistant coaches, to us, to the training staff, everybody, and we just kind of follow suit.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"I feel like this type of team is Joe Mazzulla ball. It's defending, being gritty on offense. It's being able to -- everybody be a threat on the court at the same time.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"And everything that he wanted to do, he was able to accomplish. He always knew when to push the buttons. He's hard. He can be a little whacky sometimes. But that's what we appreciate about him.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"He truly cares about us, and he cares about what it means to be a Celtic.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"Yeah, the first thing you have to do when you come here is you have to embrace that pressure. And I was okay with being in that position. I was okay if we were getting criticized and we weren't getting it done because I understood what it means playing here. And to your point, finally overcoming that and winning and putting ourselves with the greats, this is special.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"Our group, we've had a lot of hardships the last few years. Last year, heartbreaker against Miami, Game 7. Year before, Golden State. It's been building up.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"But this team has been resilient, and we've continued to work. I'm so proud of Jaylen, and I'm so proud of Jayson. Those two guys continue to take steps forward. People all year criticizing them, all that expectation, all the pressure.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,They did it. And they've done it at a young age. They led our group. I'm just very proud of those guys and to put everything aside and focus on winning.,,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"Man, that was beautiful. That was beautiful. He did that, and you take a glance at the other team, and it's one of those that breaks your spirit, and then it just kind of fueled us.",,,,
2024 - NBA FINALS: CELTICS VS. MAVERICKS,17-Jun,AL HORFORD,"But Payton, man, that just sums it up. It was ups and downs for him, not knowing what to expect, when to play, when not to play. He's the kind of guy that he is a big-time player, and it's hard because we have a lot of guys.",,,,
