event,date,person,quote,Positive?,Negative?,Team?,Individual?
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,GABE VINCENT,"Doing well, thank you.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,GABE VINCENT,"I'd say the support of my family and friends has helped me over time, but I think you grow confidence in anything you're doing with the amount of work you put in, whether it's cooking or golf or basketball. I think we all put a lot of hours and time in and extra reps and shots, et cetera, that when the time comes, you have faith and have confidence because of the work you have instilled.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,GABE VINCENT,"This group especially has put in a lot of work on the court, off the court, battling together. We're definitely a confident group.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,GABE VINCENT,"Yeah, I'd say one of the most important things I've learned at Santa Barbara was the value of relationships. And I just had to alter my leadership style maybe at that time as a young kid to what it is now. And just continue to grow and evolve and find ways to be a better leader, to better inspire, to just help move the needle with whatever group I'm with as best as I can.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,GABE VINCENT,A 10 out of 10. I love Jimmy's music taste. We go back and forth with music. I could listen to music with Jimmy for hours.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,MAX STRUS,"I'm not worried about it at all. We're ready to play. It don't matter where it's at, where we're playing. We're ready for everything. It's not going to be a problem at all.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,MAX STRUS,"Mike is talented, man. We've got the same agent, so I've known him for a while. He can shoot the ball really well and get it off very quick, so he's definitely going to be a problem that we've got to make sure we keep an eye on and not let him get too hot, because we know if he makes a couple, he can get it going. So definitely keep an eye on him, as well as the other guys.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,MAX STRUS,"Oh, that's probably something every day that I could say. Me and Jimmy got a unique relationship. It's like Kyle just said, like 2011, I was still in high school, and watching him play on the Bulls, and me being from Chicago just growing up watching him, it's kind of crazy that I'm on his team trying to help him win a championship here.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,MAX STRUS,"I'm just here to help him whatever he needs and whatever he asks me to do or for the team to do, I'm willing to do it because he's one of the most highest basketball IQs I've ever been a part of and been around.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,MAX STRUS,"Yeah, Jimmy just wants to win at any cost. He's not worried about any of the extracurricular stuff. He just wants to play basketball at the highest level and play the right way, and that's how we're all built. He just goes about it with that confidence, and he doesn't need to talk. He lets his playing do the talking, and we're all just here following in his footsteps, and he just gives our team the utmost confidence in each other.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,MAX STRUS,"I think he gives the belief in you by putting you out there. We all come from two-ways or undrafted guys. So, the ability to get the opportunity to play shows that he believes in you the most, in the fullest. It trickles down from our star players guys like Bam, Jimmy, Kyle. They believe in everybody in our lineup, that we can go out there and help win games and win at a high level.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,MAX STRUS,"To have the trust from them and the coaching staff, it just trickles down and has us be the most belief in ourselves, and it's a special thing. It's a really special thing to be a part of, and I wouldn't want to be anywhere else.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"We're not getting into any of that stuff. Our guys are in great shape. They're ready to compete. If Denver wants to tip this thing off at the top of Everest, we'll do that.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"This thing is going to be decided between the four lines. They've also got to come back to Miami. If you want to make it about that, we'll turn off the air conditioning and they've got to play in 90-degree humidity, sap the s--- out of their legs. This thing is going to be decided between those four lines, and we'll decide it then.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"I think it's been defined enough. I think you can just look at all the, whatever, thousand other articles about it. I don't think anybody wants to hear about it. It's something we believe in. It's for us. It's not for everybody.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"I also think you do have to credit and acknowledge Denver's culture. They have a very strong culture. I don't think it's a coincidence that the two teams have been able to have sustained success, and they've done a great job of building their culture.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"Mike and his staff have just done a tremendous job of building a system that fits perfectly around their two top players, and they do all the right things. You're not going to have any kind of weaknesses or glitches or cracks in a culture or professionalism or anything like that.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,We feel the same way about our group. I just think it's set up for great competition.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"No, I probably think more than anything, it's just the more experience you have, just the more gratitude you have for any of these kind of opportunities. This league is so fragile. It is so tough to go through the gauntlet. Not only just a regular season, 82 games, five and a half months, but then to go through the gauntlet of three seven-game series just to get to this point. You're just really grateful for these kind of opportunities.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"This is a special group. This group has been able to overcome a lot of different things, handle a lot of adversity, setbacks, things that have not gone the way we wanted it to go. Instead of having that collapse our spirit, it allowed us to develop some fortitude and grit collectively and give us something to rally around, which was each other.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"Those are special qualities. I mentioned the other night, it's a reflection of life to be able to develop those kind of things that can get you through the tough times, and then when you overcome it, just makes things a lot more gratifying.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"He's very unique. He doesn't really have any noticeable weaknesses in terms of his size, his skill set. He's one of one in the myriad of ways that he can impact the game and impact winning.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"We have great respect for the Denver Nuggets' organization, how they operate and the system that they run. That's the way it should be. You shouldn't be playing any ducks at this point when you get to the Finals.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"I don't know why maybe the mainstream media have kind of slept on Denver, but when we saw them in the bubble, we thought, all right, this team is going to be doing basically what they're doing this year, then up until now. We thought this would be a run for a long time. If Murray didn't get hurt, they probably would have had a couple of Finals berths. That's how great of a duo they are and a system Mike and his staff have built that really fits.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"I think, we all think they're legit, and in some ways, it's a mirror image series, not in terms of style, but teams that probably have been overlooked, underestimated, built a chip on their shoulder over that. It's lined up to be a great competition.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"I'm not a math guy, so I'm not good with percentages. He will not play tomorrow.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"We don't want to get ahead of ourselves right now. He's still just starting this process. We do have a few days here just to continuous work. I can't even make any kind of proclamation until he takes these next important steps, and that's with contact and doing things more on the court live.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"We'll just see. We're all encouraged by his progress that he's made, but we want to continue to be responsible and make the best decisions. He's not there yet.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"Yeah, it's still going to be all hands on deck. However this thing starts tomorrow, it probably will be similar to the last series, and it's going to look different by the end of the series. You have to be open to all the different possibilities. Both K-Love and Cody are major pieces to what we do. When you're dealing with a guy like Jokic, you're probably going to need several bigs, and thankfully we do have that kind of roster depth at that position. They all bring something a little bit different.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"Nobody is going to be a, quote-unquote, stopper in this series. This is about competing every single possession, finding different kind of advantages in the margins that only competitors can find. But thankfully we do have both of those guys, and we were able to pick them up late.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"Well, they're both dynamic. They both can do it on their own, but they also both really complement each other. That's hard to find in this league, when your two best players just absolutely complement each other. They both have scored 50 in a playoff game, and they both can be facilitators.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,I don't think either one of them care how many points they score. It's just about getting the most efficient shot for the offense.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"I didn't really think about it like that because back then, I was still thinking, hey, I'm going to play in the league. I definitely wasn't thinking, I want to be Jack Ramsay. I was scared of him.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"The story has been told many times, but I probably had a little bit more awareness, I'm going nowhere as a player, and when Rick Adelman was the coach -- Jack Ramsay was the first image I had of a head coach. He was the coach of our team.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"As I got older in high school and college, it was Rick. I just loved the way he operated. He's been a big mentor to me, so the Adelman kids, including David, and I've known David since he was probably 3, we were all running around the facility.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"But that's probably when I followed them the most, was when they made those two Finals runs.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"No, that wasn't really a thought. It was more just celebrating that team and really trying to support all the families. The organizations were much smaller then, so it really felt like a family deal. You grew up with the organization, just trying to support them and figure out how they could knock off those Bulls teams.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"Yeah, it's those moments when nobody else understands. Nobody else is in the locker room. Nobody else -- we say that all the time, our guys are the men in the arena. It's tough to explain it to people on the outside.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"But when you have these privileges to be able to go through adversity or setbacks and learn from that, I think those are lessons that we all could benefit from. You develop a grit and a collective perseverance and fortitude. If you approach it the right way, which this group does, you can really grow. They can be incredible life experiences, to be able to come together like that.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"But Denver has a very similar personality. We didn't necessarily hang out with them in the bubble, but competitors recognize competitors and we would acknowledge them. We didn't have to face them in the Playoffs, but we always just seemed to bump into them. The staffs would bump into each other out on the lake. For whatever reason we were all fishing out there, and those were the two organizations that were doing it. I have no idea why.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"But they're good people, great competitors. We have respect for them. They have an edge. Mike has an edge. That edge is going to be there for both sides. It's going to be decided between those four lines. This is what you want. You want the greatest challenges in this league. You're not expecting anything to be easy, particularly when you get to this level.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ERIK SPOELSTRA,"We just want to get this started. We have great, great competitors that want to put themselves out there for everybody to see and judge and have no fear about it.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Man, it's been gratifying. I can't thank the Lord enough, to be honest with you. It's been a great ride. Like you said, it's been a long run, 13 years, 13 teams. To get to this time and this level, it feels really, really good. I'm excited about it, but we've got four more to go. I'm a kid that has always been somebody -- I don't really kind of realize I'm in it until it's over with, so now that we're in it, we've just got to get four more, and I think I'll kind of soak it all in.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Yeah, me, DJ and Jeff, I guess we're the old heads, so for us, you could see DJ in the back kind of soaking it all in. Me and Jeff hugged each other -- I think I hugged him tighter than I hug my wife.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"It was just a situation where we were like -- I think the young guys don't really understand the grind that you go through. So it felt good. It felt really, really good.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Like I said, still four more to go, but then it settles in and you're like, hold on, this is just the Conference Finals now we've got to get to the Finals-Finals and go from there.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Oh, you know what, we talked about it in training camp. This organization has been really, really good. I know I haven't been here for a long time, but it's been very organized. It's a team that knows what it wants, the plan, how we want to play, from the top to the coaches, everybody.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"It's been great. It's been fun. I can't even lie to you. You usually don't say that when you're not playing and you're in like a leadership role. But it's been fun. When we won the Western Conference Finals, we all had a moment in the back of the plane. That kind of like sums everything up how much this year has been.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Families have enjoyed it, so it's been good. It's been really, really good. The Nuggets, man, we're going to be here to stay for a long, long time, especially when you've got 15 Nikola Jokic and 27 Jamal Murray. It goes a long way when you've got those two guys.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Honestly, I think you've got to take constructive criticism. I think when people tell you you can't do something, don't take it personal. Realize what you have to do to get better, find your fit, whatever that is. And then on top of that, just keep going, keep pushing, keep pressing.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Like I said, I can't thank the Lord enough about this journey, how it's been. It's been fun. But that's the biggest thing I try to tell people Don't take anything personal. Whatever people tell you, take it as constructive criticism, try to get better at it and just keep pushing and pressing.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"You know what, I'm still moving pretty fast, so we'll see. We'll see. Right now I'm just enjoying this, and as long as I'm here, as long as they want me to be back here or anywhere else, I'm going to be here.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Somebody told me, a vet told me, he was like, you don't want to have any regrets, so when you're done, you don't want to be like, man, I can still play. Until they cut off the lights and say don't come back, I'm going to be out here playing. You're still going to see No. 14 running fast.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Yeah, altitude is a real thing. It usually gives you about a week and a half, two weeks for you to kind of get adjusted to it. Then after that, you find your flow, you find your feeling. You really feel it when you go to opposing gyms. So when you go and play other teams, you realize you can run longer and faster and harder. It really is an advantage. But it takes you about a week and a half, two weeks. For me it did. I don't know about everybody else.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"MJ. I was truly thankful about my journey going all the way around. I think I've been on 45 different teams. One of them was in Charlotte. Having Mike as an owner, meeting him -- it's funny because that's what I grew up on, NBA on NBC. So you see MJ and it was just a surreal moment to sign with him.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"That's what I think about. When I think about the Finals, that was my era, the '90s. I was a kid. Mike dominated the '90s. There were a lot of great players. That just speaks to how great he was.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,ISH SMITH,"Yes, sir, and he made a lot of moments.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"I mean, we've played here before, so it's not some folklore that no one has seen before. A lot of us have played here a handful of times.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,It's nothing new. We don't expect it to have any sort of impact.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"Yeah, they're playing really well. They have a handful of guys that can beat you on any given night. Obviously starts with those main two, Jokic and Murray.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"Really talented offensively, and they're going to make you work for everything defensively. They pose a great challenge for us. We're excited about it. Definitely they play differently a little bit than some of the other teams that we've played, just so much of their offense being focused around those two, but both those guys are such willing passers, as well. It'll be a good challenge.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"But there's always moments to be able to sit back and reflect. A lot of it comes from sharing memories and experiences with people that have kind of been around for the entirety of the journey, family, friends, people in my corner, that are able to kind of offer me that perspective. I value those moments and conversations very much so with those people in particular.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"Yeah, Mexico City was an amazing experience. I just remember the excitement, the energy in that arena. From when we got out there, shootaround and warmups, an hour plus before the game, it was basically packed. Just the entire country it felt like, just excited to have us there.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"It was definitely a memorable game, to be able to win that one. A lot has changed, a lot has transpired since then for this group in particular. We've had a lot of ups and downs. But that was definitely a cool moment to look back on in the season.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"I think the fact that he garners so much attention because he can score, but you have to be smart with how you approach it because he's such a willing passer and they're so good at playing off his overreaction. Finding that balance between making it difficult on him and throwing different looks and multiple defenders and what have you, while also making it so he doesn't constantly get everybody involved and easy looks and get them going as an offensive unit.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"I think we have a connection and a competitive spirit, especially lately, just throughout the midst of this run. I think it's kind of all coming together at the right time.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"Those two things alone can really, really carry you. You're going to have stretches where the ball is not going in or maybe not playing the way that you want to as a group, but if you kind of have that collective trust and competitive spirit and grit to fall back on, I think that always gives you a chance.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"Kyle brings a ton of experience, obviously, from a years-in-the-league standpoint and also playoff experience and somebody who's held that trophy at the end. It's a huge luxury to have somebody like that in the locker room.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"Obviously I share the court with him a lot, kind of in that second group. He just can come in and just change the whole rhythm and flow of a game.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,DUNCAN ROBINSON,"His impact is so much more than what you see in a box score or what shows up in terms of maybe the game film. He's a trusted leader, somebody that we all kind of count on. I think he does a really good job of navigating that line between discipline and holding people accountable while also maintaining a certain sense of humor and levity to it, as well. He's been huge for us, for sure.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,Fist pumping.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,"Yeah, it's been nice. I've had a lot of friends text me about the watch parties, gathering around. The support has been crazy back home. That means a lot, especially from a small town like Kitchener.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,"Excited for that town. Be back there in the summer, see my friends and family. But, yeah, no one from Kitchener has made the this far, so it's nice to be a pioneer in that sense.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,Always had the fire to be on the floor. I didn't need to be in broadcasting to find that fire.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,It was cool to see all the attention that the Raptors got at that time. It was just cool to be a fan of the game at that time of the year. It's even better to be playing.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,It's cool to see. Saw it at the pop-up shop at the gas station the other day. Thought that was cool. Haven't seen that before out here.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,"All the little things. Seeing my jersey more often. Anybody's, honestly. To see the city rally behind the team, even the other teams, other players on other teams. I think Kyle wore my jersey while he was practicing. I think that was cool. Saw him at dinner the other day, too.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,Everybody in the city is behind us. That means a lot.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,I always loved basketball. Couldn't afford the equipment for hockey at the time. Basketball was the easiest thing to give me.,,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,"Yeah, I just fell in love with it. The only thing I wanted to do. Night and day, it made me happy, and still does to this day smiling.",,,,
2023 - NBA FINALS: HEAT VS. NUGGETS,31-May,JAMAL MURRAY,"Strengthen my knee, as well smiling.",,,,
