event,date,person,quote,Positive?,Negative?,Team?,Individual?
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"There was a lot of ups and downs. Something I really appreciated about Coach Bluder is no matter what awards or success or wins we ever had or I had, it's like she never stopped coaching me, she never stopped holding me accountable. She always thought there was ways for me to get better. She still thinks that, and I still think that. That's one of the things I just love about her. First of all, she believed I would be here from the day I committed to her, even before that when I was in eighth grade, but also she pushed me really hard to make me as good as I am.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"Definitely Aliyah Boston. Come on now. I think also Erica Wheeler. A vet, somebody that has been in the league a long time, somebody that is in the organization, has been in the league, understands what it's about, somebody that I can lean on. I'm 22 years old, and I don't have all the answers in the world. This is something new to me. This is a new challenge. That's something I'm excited for. But having those type of people around me to lean on and ask questions, or when things get hard, to be there for me. I think those two, for sure.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"I think obviously the course of the last few weeks has been pretty insane in my life, the last two months playing basketball as long as I possibly could in my college career, and then went home for a couple days. I got off the plane when we landed in Iowa City, drove directly home, had cook my mom cook me a meal, and then I drove back to Iowa City the next day. We had our celebration, and then I flew to L.A., flew to New York and now I'm here sitting at this stage.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"I think the biggest thing is I'm just very lucky to be in this moment, and all these opportunities and these things, they're once in a lifetime. When things might get tiring or you have to do stuff, I think the biggest thing is look at it just as an opportunity. This isn't something everybody gets to do. It's once in a lifetime, and just trying to soak in every single experience because I know how quick of a turnaround it is, and I have a lot of people helping me.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"Then obviously Aliyah Boston, there's so much you can say about her. Rookie of the Year. In my eyes, one of the best players in the league. Like I said, as a point guard, my biggest job is I'm just feeding Aliyah the ball every single day. That's what I'm going to do. I'm going to be in there and be like, go make a layup. She's going to make my life easy.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"She's incredible. But the thing I love about her is she's a great person. She loves the game, she knows the game, she supports the game and she has a smile that affects a lot of people and brings a lot of joy to people when they watch her. I can't wait to be her teammate again.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"Honestly, if I'm being completely honest, I feel like it doesn't change a ton from how I lived my life over the course of the last year. Sponsorships stay the same. The people around me, agents and whatnot, have been able to help me and guide me through the course of the last year. I don't know if I would be in this moment if it wasn't for a lot of them. My mom has done a lot, my dad has done a lot.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"I think that's just the biggest thing. The advice I would say is just lean on the people around you. I don't have to do every single thing. I think at the same time, in college I always said my main focus is on basketball. That's why I've had every other opportunity in my life is because of the way I carry myself, the way I play the game. Going into my professional career, I plan to do the exact same thing. My focus is solely on basketball, being the best I can.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"I don't have to do school anymore. That's pretty exciting. I do have to get my degree. I graduate on May 14th. Other than that, my 110 percent focus is on basketball, and when I do that really well and carry myself really well, everything just kind of takes care of itself.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"Absolutely. I'm actually an executive producer on the show, which has been kind of fun for myself. When Peyton Manning reached out, obviously it's his production company, I was a little skeptical at first, but I was like, I don't know if I really want to let people into my life like that. I've never really done it.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"But the way this year has unfolded, the way obviously Kamilla and Kiki, the seasons that they had, you can't script it any better. It's been absolutely incredible for women's basketball. If you're a women's basketball fan or you're not a women's basketball fan, I encourage you to watch the show when it comes out. I've seen bits and pieces. It's absolutely amazing. It really allows you to understand the student-athlete for way more than just a basketball player, and I think that's really important. I think that's going to allow fans of the W, fans of college to really understand what they go through, but love them even more for who they are and what they do and what they're about.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"I'm excited for everybody to see it, and it's been a special project.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"I think that speaks to the organization as a whole, and everything that they do is so first class. I'm very lucky to be going there to an organization that really loves women's basketball. You see it today, I think they had 17,000 tickets claimed to just watch the draft. I think that shows the excitement in Indianapolis. It's a great basketball city. Obviously, what the Pacers have been able to do this year is special, in the Playoffs. I think I'm just excited.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"Yeah, honestly, I feel like this was definitely a little bit more emotional for me. I think that's because when you're in the heat of competition, you don't have time to really feel your emotions. You're so competitive and you're so fiery, you're not really worried about all that. I think that was the biggest thing through my career is, first of all, I was able to have a lot of closure in the way my career ended and everything I was able to do. Obviously, I played the maximum number of games I could play my senior year. Obviously, we didn't win, but you feel like you did everything you can to be in that moment and compete as hard as you can.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"But when you're kind of just sitting at a table waiting for your name to be called, I think that really allows the emotions to feed you and you're with your family. Obviously, playing a basketball game, I'm not out there with my family. So sharing that moment with them and enjoying it, and people that have really had my back and believed in me more than anyone, is super special.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"Well, I know the Indiana Hoosiers didn't love me too much during my career, but hopefully we can turn a lot of them into Fever fans, if they're not already.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"I think going to a state that supports not only basketball but women's basketball, going and playing in front of -- at Indiana, the place is sold out. Doing the same for the Fever is certainly our goal, and having a lot of fans there every single night.",,,,
2024 - WNBA DRAFT,April 15,CAITLIN CLARK,"For myself, I can't imagine a more perfect fit, a better place for me to start my professional career, an organization that really just believes in women's basketball and wants to do everything the right way. So I couldn't be more excited to get there.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"It means the most to me. Just tells me that I'm going to be in good hands, and I'm just excited to get there and get to work with her.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,It's been an amazing day. It was my first time over there. Just a nice view.,,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"Getting my hair done and my makeup done was also amazing. Getting here, getting drafted was amazing. It's just been a really special moment for me, and everything is going just like I dreamt of.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"I would say just getting in the league and bringing my winning leadership, my winning mentality. We won two national championships, so...",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"Yeah, I feel like that was the dream, but honestly, no, I didn't really expect this. I'm just so proud that I am here right now. I know little Kamilla, when I was 13 years old, is also proud. I'm just excited to be here and happy.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,It's been a crazy couple of days. I'm just so proud of my teammates for winning the national championship. I'm just so happy to be here.,,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"I got really emotional because the main goal was to get here and being able to give my family a better life, and just by looking at them and seeing them at my table was amazing. I obviously get emotional when I talk about my family because I'm so proud of everything I was able to accomplish and do for them.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,I think it's going to be great. She's a great player. I'm a great player. So two great players together. Nobody is going to get no rebounds on us.,,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,This is actually going to be my first time in Chicago. I'm really excited. I've heard really good things about it. You have some of the best pizzas. I'm excited to get there.,,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"Yeah, I would like to go play overseas somewhere. I think that gets you better. Every time I played for my national team, it got me better somehow. So I'm excited to go to the WNBA and be able to play overseas somewhere.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"Yeah, I feel like that tells you a lot about Coach Staley. She gets you ready for this level. She gets you prepared for whenever you step to the next level, and like I said, that just tells you everything about her. She gets you super prepared for the league.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"My main goal as a WNBA player is just to step my game, being a sponge, soaking in everything from everybody, learn each and every day, and be a better version of myself each and every day. Be open to learning new stuff and stay ready.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,My conversations with them have been amazing. I'm all about energy. She has a great energy. He has a great energy. I'm just excited to get there and get to work with them.,,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,"And about specific to me, I'm just excited to meet the whole team.",,,,
2024 - WNBA DRAFT,April 15,KAMILLA CARDOSO,I'm happy. I'm really excited. She's a great player. I'm a great player. I think we're going to do great things together.,,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"I love that I get to stay on the West Coast, and I love that they took a chance on me, and I feel like I'm just going to show that I can work really hard and help them a lot.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"But also, I'll be close to family, which is really important for me.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"That's a good question. I would say I just want to continue the legacy of growing the sport, and I feel like I've said this a lot today, but we really have to look back at the women before us, and I know people keep saying this is a historic draft class but there were many, many talented draft classes before us.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"I just want to give my props to the Dawn Staleys, Sheryl Swoopes, Lisa Leslies because they are why I'm here, because I watched them growing up. I just hope that I can continue that legacy for younger girls.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"So growing up, I said this earlier before, as well, but growing up, I was kind of first introduced to the league because my mom was a product line manager at Nike and worked on Dawn Staley's signature shoe and worked with Tamika Catchings and Jen Rizzotti, who I've played 3-on-3 basketball for.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"Growing up I had so much admiration for these women. It was really upsetting to not see that reciprocated by the public, what you see on social media, and I always do think the negative stands out more than the positive unfortunately, but it was really upsetting for me, and there were a lot of times where I was just kind of dumbfounded by the negativity.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"But I think now there's a positive switch, and hopefully we can just keep that momentum going.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"Yeah, so I studied communications at Stanford, and my parents both worked for Nike for 20-plus years, grew up in Beaverton. That's where the world headquarters are, so I'm definitely a Nike kid born and raised.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"But New Balance came to me with -- I see you're wearing New Balances, by the way. I love it.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"But I'm just so thankful for them because they have signed me as their first female basketball player, and they are just a phenomenal brand through and through, what they stand for, how they support their athletes. I truly cannot be more excited, and I converted for sure.",,,,
2024 - WNBA DRAFT,April 15,CAMERON BRINK,"Yes, to answer your first question, I think in these situations it's a business now, and you never know. I had great conversations with the Sparks and Raegan Pebley and Curt, and they're amazing, but you just never know, and I didn't want to assume anything.",,,,
