event,date,person,quote,Positive?,Negative?,Team?,Individual?
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"The same defense as always. Try to make it as hard as possible for them to get the shots they want. They are good players. They are going to get shots off. But they can't get easy ones. So that's my goal, to make it as hard as I can.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"Yeah, same. It's the fourth time we are playing them. We know each other so well and know each other's tendencies. It's just making everything hard. I think that's the name of the game on both sides right now.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I think it's an epitome of the year she's had and how important she's been to the team. Shot making, big three. She's a hustle-play player, so that was on display. Go give yourself a chance to maybe either put it in or get fouled.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,That's just what she does every day we are around her. She's the same. You can always count on her to be there for you. We're obviously super proud of Bridget.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"Same. I completely agree. I feel like Bridget is just so reliable every time. Like Coach said, we can bank on her to make those hustle plays and to be cool and collected at the end to make those free throws. That's the hardest shot, honestly, in basketball, is to make free throws at the end of the game. To make those at the down at the big moment is who BC is.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,They were saying Naz Reid free tattoos. I think BC free tattoos is next.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,I think you hit the nail on the head. It's unfortunate those teams were a joy to watch. But it's a sign of the times where we are now.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I don't know about these guys, but I know when I'm out and I'm in different places and I'm going to one, everyone is talking about it. Everyone is talking to me about it, talking about, I go to this bar, and this is a bar that maybe wouldn't have a women's game on five years ago. All the TVs have the game on and the volume on, and the place is going crazy. I heard that so many times in different establishments.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I just think that what this team has done, obviously the Wolves energized the city in their playoff run, and I'm thrilled to see the same energy came for this team because they deserve it. Obviously the crowd was there tonight, but even more than that, everywhere you go around the city, people are talking about the Lynx.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"It's really tough. I think we are both great players. It was Game 4 and we played each other, what, four times in the regular season. It's going to get harder and harder each time to get the shots that you normally get.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,"Everyone is out there to do the same thing make shots hard. That's my goal every time. She's a great player, one of the best players in the world. But you have to make it as hard as you can for her.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I'm going to answer the second part, the Game 5. I don't really think about the other ones. I do feel very blessed in my career to have a chance to have been a part of so many. Haven't won them all. You know, when I was in Detroit, we suffered a heartbreak at home. So it runs the gamut. I think that what I'm just thrilled about is that this group gets to experience the Game 5.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"It's beyond words how we feel about this team, and we just so wanted them to be in the Finals, No. 1 and two, put themselves in a position to win a championship, and we've done just that.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,I didn't get a response from the league. I have a text to prove it. I think that -- I think Phee has some things to prove that the fouls weren't called.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,Wish I knew. I'd either not eat or not sleep or I'd sleep really good if I knew the difference. It's two great teams. Who knows? Who knows.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"I wanted to come out and enjoy the moment and be as aggressive as possible. When you're playing for your season, after the last game you sit with everything, and you erase it and you want to leave all those internal feelings and put it out there and embrace the crowd.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"I just wanted to be out there with my teammates and give it everything we had. Shots go in, they don't go in, whatever. There are always things you can fix. But I was just excited to be out there and compete again after the last game. Shots were falling. That's always a good thing.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,We were celebrating together and she was saying how proud she is of us and the team. I was telling her that she has to get her butt to New York.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"Anybody that has been following along knows this team, from the beginning of the season all the way through to Game 4, has this unique ability to believe in themselves and believe in each other. What we said before the game, can we do it in the toughest of times, right. Because this will be the most that we are tested. We talked about it in shootaround. This will be the most this group has been tested in that way.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I was sure how we would connect and compete. Not sure whether you're going to win the game or not. But I was sure that we were going to be the Minnesota Lynx and how we have done things all season long. You know, the ups and downs and all of that, this group is just equipped to handle it. It's special.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"It was expected. Going into the game, we talked about it in the pregame that we were going into the game as if that didn't happen. Whatever was going to show itself was going to show itself and we were going to react. But we didn't have any minute restrictions and anything else we were doing to modify. Just competed.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"Yeah, Ceci is tough. You know, goes through a stretch of games where maybe she's not contributing like she wants to contribute, and then all of a sudden we had a Ceci sighting at shootaround the other day and these last two games really helping us.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I'm just happy for her. We've always stayed in touch through the years. We've always tried to get her back here. Timing was good for this one, and she's been a great fit for us.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,Sounds like he's rooting for them. He didn't text that to me.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,I love it.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,Huskies drama.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,NAPHESSA COLLIER,Looks like I'm going to have to text him about some things now.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"Bench was really important. We knew they were going to be. They were ready. They were ready. There was a lot of conversations, the teammates, getting them going and getting them ready to be able to make contributions when they got in the game. Give Dorka credit as she remained patient, and when she got the opportunity, I thought her minutes were good. We'll look at the video. But it was nice to be able to have players able to sub in and stay out there for extended time.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,Is that why we missed layups so we can get down to the nitty-gritty? Is that what she's saying? Laughter.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"Yeah, yeah, that's what it is. Laughter. My heart is still racing.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"I think we gain energy and confidence from one another. I feel like internally we are strong, strong-minded mentally and physically. We have a lot of belief within our group. We problem solve with each other. It's just a belief, like, internally. I don't know how else to explain it.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,KAYLA McBRIDE,"Yeah, last 40 minutes of the season. It could be anywhere, really. It doesn't matter. We are going to be out there together going to war, and I'm pumped.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,CHERYL REEVE,"I'm going to say probably information gathered in the three games. Everything is getting harder. So the edge that maybe other games that provided each team, there's no secrets at this point.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,SANDY BRONDELLO,"Yeah, I actually was trying to call a timeout, but they didn't hear me. So that's on me. But yeah, you know, it wasn't our best possession. It was loud in here. I don't know, maybe I just have to sprint out in the middle of the court next time. So I've got to be better.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,BREANNA STEWART,"I mean, I think that I was going a little bit too fast. I just needed to slow down. They are sending multiple people when I'm slipping on a screen, stuff like that. A little bit better awareness on my part. But quick turnaround and be ready for Sunday.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,SANDY BRONDELLO,"With the two seconds? Yeah, it was like a little screen to get JJ to the block. If not, Sabrina had to come out. So with two seconds, we tried to establish the big girl down low. They defended it well.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,SANDY BRONDELLO,"Yeah, look, obviously they are great players. I think Stewie said it, we took some shots, we probably could have moved it a little bit more.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,SANDY BRONDELLO,"But look, I will say this, and I look at the thing here and I know Cheryl talked about it last time, but we got no calls today. So do I need to talk up in a press conference? Because they were getting ticky-tacks. And we went down there and got hit and get nothing. It was like 12-6 at halftime and they tried to even it up near the end. It was 14-9.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,SANDY BRONDELLO,"No. All we want is fair, okay. So if we are getting hit, that's a foul. You know, I'm one of the nicest bloody coaches in this league, but this pisses me off. Just be fair. You know, if they are getting hit, it's a bloody foul.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,SANDY BRONDELLO,"But in the end, close game. Things we could have done better. We all could have done better. Including me, getting that expletive timeout -- excuse me, don't repeat it.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,JONQUEL JONES,It's a close-out game. Their backs are against the wall and we are trying to win. It was going to be that type of game tonight where we are both trying to claw and both teams are trying to figure out whatever to do to get over the hump.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,SANDY BRONDELLO,"I have a lot of respect for Minnesota, don't get me wrong. This is a really tough team, really tough team. They play well. They compete. So we've got one more game, and we're going to win on our home court.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 18,BREANNA STEWART,"Short-term memory. Just the fact that all that happened tonight is the series is even, and there's a Game 5, winner-take-all. We are going back to New York, and we're going to get it done. You know, getting it done there.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"I just think that one of the things, and you know, like I was saying after Game 1, you feel like the ball isn't moving enough, and I think we got easy stuff when we were able to do that. We were taking hard shots. We had good shots. Didn't make shots, right, and that's what it comes down to.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"Stewie was making shots. JJ's big three when we were up four, that was a big three. Then obviously Ionescu's shot at the end. It's a battle. We talked about that, players making plays. Unfortunately, we didn't make enough of them to put the ball in the hole.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,NAPHEESA COLLIER,"I feel like they were making plays at the end of shot clocks and like Coach said, we were getting really good looks. We just weren't executing on the offensive end.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,NAPHEESA COLLIER,"It's just hard when you get that and then obviously they are a great offensive team and like Coach said in the locker room, it just puts a lot of pressure on our defense. I think we just need to make more shots, honestly.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"I don't have an update, game finished what, 15 minutes ago? I haven't talked to the trainer.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,KAYLA McBRIDE,Great player made a good shot. I guarded her for 40 minutes.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"Yeah, obviously give credit to Lan. She did what should he could do. We were plus 20 when she was on the floor. So it obviously hurt.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"Our starting five is a really good starting five, and you know, not having Lan, foul trouble, and then just not feeling like she could go put us in a bit of a bind.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"You know, tried different things. You know, just a little bit of a small lineup. See if we could spread the floor and get some easier shots but that didn't produce itself either. We need our starters, just like they need their starters.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"I don't necessarily know that it was -- obviously got fouled. She was, you know, asserting herself in that way. The game is called differently for Phee than it is for Stewie for sure. You look at the same level of activity, and around-the-rim contact. For whatever reason, we have a hard time getting to the foul line in this series.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"I think they were getting some switches that they were picking on. You know, as Lan was switching on her. She made some great plays. She attacked, she made threes, she got it going.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"Our defense gave us a chance to win the game. Our defense gave us a chance to win the game, period, and our offense is going to help our defense.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"If you told me that we would have got the amount of stops that we did and we were playing off that, and we wouldn't have scored 80, that would be surprising to me. This team scored 80, its 77-all with the remaining seconds left.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"I'll have to look at the film. I know when I was watching it live, I liked some of the shots that we were getting. I've seen our players make those shots.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"You know, it's not to sit here and say, you know, that New York doesn't get credit for, you know, their defense. Just they are a good defensive team. I'll have to watch it but I felt like we got some good opportunities.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"For sure, yeah. We just need to score the ball a couple times. Just a couple times. We were up four. Like I said, that JJ three sort of changed things for them, right. If we get that stop and we just score one or two more times, that's our game.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"It's a hard-fought game, right. Really great game. That's one that, you know, we convert just a couple and it's our game.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"So, our defense, and like the things that you mentioned, we did those things. We played well enough at that end. Obviously, it seems crazy to say when Stewie has 30 but you know, she had 38, 39 on us and they only scored 78, 79 points. We were right there.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,For sure. For sure. That's what we just talked about. This is Phee's first Finals. So she's feeling these things for the first time. K-Mac has been there.,,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"The hardest thing to do, I imagine you guys feel it when you are watching, there's so many ups and downs and swings and all around, and it takes special mental toughness and physical toughness to sort of weather those swings, and here we are. We're disappointed. We're home. We played well and just couldn't come up with the win.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,CHERYL REEVE,"It's important that you don't get too high when you win and too low when you lose, and it's really hard. It's really, really hard but we've got to dust ourselves off and get another crack at it here at home with our tremendous fans. And you know, we'll see what we can do on Friday.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,NAPHEESA COLLIER,"Yeah, it feels great. I mean, that's something that -- obviously it's the ultimate goal is to be here and to get a win.",,,,
2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,October 16,NAPHEESA COLLIER,"Doesn't feel great right now, obviously, with a loss. But I am excited to look at film and see what we can do better.",,,,
