event,date,person,quote
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"It's not about the physical or things of that nature. It's just about the pure joy of going out and playing a game that I love. I know I don't have much time left, but while I'm out there, just trying to play with a lot of joy and a lot of fun."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"I don't know. I think it's something we need to figure out. Where is the median? This is what a lot of the games are starting to look like too. We wanted to get more pace into the games. We wanted to get more shots. We wanted the game to be more free flowing. We stopped letting the game -- be freedom of movement, a lot of freedom of movement now. That's what our games are like in the regular season now."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"They let us tighten up in the postseason. It's a deeper dive into a conversation of how we can shore up this game. Obviously from a player's perspective, it's fun to get up and down. But at the end of the day, our competitive nature don't like to have free-flowing scoring like that."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"But I think the good thing that came out of tonight was none of the players were injured, and everybody came out unscathed or how they were before the game started. So it's a deeper conversation."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"One, I don't know, man, it's super surreal and super crazy and just very humbled and blessed that I can be able to still perform on the stage at this point in my career and be able to do some of the things that I did 20 years ago. I think that's pretty cool."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"I always acknowledge the greats. I understand the greats that came before me and the people that laid down the foundation for this sport to be as great as it is today. I happen to be a recipient of that. Because of Big O and so many other great players, obviously, if anybody know my history, they know how much I admire Big O, not only for what he contributed to the game, but also what he stood for off the floor as well."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"We've always had a really cool relationship, and every time I get an opportunity to see him, we just pick it back up where we left off. To see him tonight was a treat for me. I didn't expect to see him. I didn't know he was going to be here. So it was a treat for me to see him again."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"I've been asked about Victor before, and I just think he's going to continue to get better and better and better and better the more games he plays. He has one of the greatest coaches in basketball history in Coach Pop, and he's going to learn it the right way by just being around Pop. Pop is one of my favorite guys."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"The kid is special. He's going to continue to get better and better. If he's doing that at 19 now, just imagine what he's going to look like at 21, 22. So a special kid."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"It's awesome. I remember my first All-Star Game and looking up and seeing the likes of Allen Iverson and Kobe Bryant and Kevin Garnett and those guys, and I was just in awe. Just to see guys in their first All-Star Games, like you said, Paolo and the rest of the guys here, it's special. It's special for them."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"I think you saw the raw emotion that Jalen Brunson showed when they asked him after a Knick game how he felt being an All-Star. I think you saw the raw emotion, and that's how much he cares about being acknowledged and for him to be a first-time All-Star is just super cool."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"To be a part of their moment, because this is their moment, is something I can look back on and be like that was a cool moment."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"For me, what I find is a silver lining is looking at my upbringing and looking at kids that are in situations that I was in when I was younger, trying to be an inspiration to them, letting them understand that there is a way out. I was one of the kids that made it out."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"So it's my responsibility and my duty to let them know that no matter what you're going through, there is a path out. If you just commit to your dream and you can make that dream become a reality. I think that's what it's all about."
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,I've shared a great relationship with the Philippines and TITAN and us having that -- we share some of the same core values. I always respected that even when I went over there and spent a lot of time in the Philippines in Manila.
2024 - ALL-STAR GAME,February 18,LeBRON JAMES,"Sometimes that's all a kid has is hope, and that's okay. As long as you don't give that up. Don't ever give that up because it's always brighter on the other side, for sure."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"I think there's a lot of energy in the building, a lot of energy from Pacers fans, a lot for us to be excited about."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,You saw what Ben started off with Rising Stars MVP. Won the Skills Challenge yesterday. There's been a lot of love and excitement through not only our city but our organization as well.
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,We just want to carry that momentum through the second half of the season and make a playoff push.
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"Last time it was my birthday, I was in college, broke my wrist. Never thought I would be here. Knew that at that time that my wrist was broken. I knew I was going to go to the NBA, but never thought I'd have the success I'm having."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"As I reflect back, it's really special. I don't take this life for granted. Yeah, it's a dream come true for me."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"I was just going to keep shooting until I missed. Having fun playing basketball. I didn't know how many minutes I was going to play, didn't know how my leg would feel. I felt good today, even after the one-leg dunk. So that's positive for me."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"Obviously it wasn't high intensity at all. It feels good that I felt good, and hopefully I can continue that moving forward."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"I think I've handled it pretty well, but just as professional athletes in general -- microphone interruption. My bad. I don't know what's going on up here."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"But to answer your question, I think as professional athletes, we're human beings at the end of the day. I think what you put off surface level is different than -- we're all humans and we all have emotions and good days and bad days."
2024 - ALL-STAR GAME,February 18,TYRESE HALIBURTON,"I think the reason I've had success leading my franchise is the people around me and the trust that's put in me, it's a big responsibility for me, and I'm completely understanding of that. Yeah, just trying to do a good job with it."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"It was fun. I've said so many times you dream about it as a kid. When you get here, you think you're ready for it, but you're not."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"It's a dream come true. Every kid dreams and sees, like, Bron on billboard in Cleveland, and you dream one day it can be you. To see it come to life, I can't describe it."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Yeah, for sure. I think we're starting to kind of see others take notice of us. We knew that was going to happen once we started winning games. It comes with the territory."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Yeah, for sure, it's on the rise. So many talented young guys, guys my age, guys older than us. We have a good crop of talent in Canada. As we continue to get more exposure, keep working, we'll keep going up."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Absolutely. The country means the world to me. It gave me an opportunity. Otherwise, I wouldn't be here. So fortunate to be from there. Kids all over the world just don't get the opportunity because of where they're born. I don't take that for granted."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"To kind of have the flag on my back, it's a special feeling."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"I appreciate that, but Steve is still ahead of me. I'm going to try to catch him, but he's still ahead of me."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Whenever somebody says good things about you, it's a compliment. Obviously he was a heck of a basketball player, knows the game really well, and I appreciate it."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,For sure. It's one of those things that I expected to happen as I got better as a basketball player and became more consistent. It comes with it. It's fun. It's stuff you dream about.
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"Not at all. Like I said, I've been dreaming about this, this moment, this point in my career. I know what comes with it. I embrace it."
2024 - ALL-STAR GAME,February 18,SHAI GILGEOUS-ALEXANDER,"I think just the underdog mentality that the brand kind of has, that I have had my whole career. Our stories kind of align with that. Then just, I think we have the same vision for the future, Converse basketball, and the direction."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"The shot-making from the East was incredible. Hard to play defense when somebody is shooting 30-, 40-footers. Great display of shooting tonight. Like I said, record-setting points was pretty cool."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"Good test for us. They're playing well lately, and they've got some new additions to their team, which is going to challenge us. It's a great game to start the second half of the season with."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"Yeah. I feel like the league is always looking out for the fans and trying to keep their interest high. This All-Star Weekend has gone on for a long, long time, so to keep people engaged is tough to do."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,I think they're doing the best job that they can. People are always excited for All-Star Weekend. I think they do the best -- a great job of trying to keep everybody engaged all the time.
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"It's just a testament to the hard work and the enthusiasm he has for the game of basketball. Obviously, multitalented at everything on the floor. But I think anybody in any walk of life could pick up on his love and care for the game of basketball, his teammates and just helping to push the game forward."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,I think everybody could take from that and learn. His story has been inspiring for the last 20 years.
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"Me and Kawhi was in awe of them shooting from the three-point line like it was a free throw. That's strength, power, muscle memory. That's someone who works extremely hard every day on their craft to be able to do that without flinching. It was just normal and natural motion."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"Those are supreme athletes, and it's good we get to celebrate them on weekends like that. Pretty cool he gets to bring the All-Star MVP back to his hometown and back to his family."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"We don't talk about the strength of schedule. We respect every team regardless and try to focus on us as much as possible each night. It just about building our habits, getting better at what we've already established and pushing forward."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"I think playing against some of the teams that's going to be there at the end of the season, it's going to be a great test before we head to the playoffs."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"I think that's a balance you always try to figure out each and every game, maybe something different. I think, when he has the ball in his hands and he's controlling the game, Coach can ask him anything, for him to score or get his teammates involved. He's up and able to do anything coach asks him."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"His teammates love him. Fans love him. I'm excited to watch his career going forward because I know he's going to do some incredible things here in Indiana. But just for the game of basketball as a whole, you can tell he's one of those point guards that the next generation, kids in elementary school, middle school kids will be looking up to."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,It's cool he got his opportunity and got his franchise to kind of run on his own.
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"It's always been that way with NBA, and since the social media era, you see more and more of that. I think guys in the past have stood up for what they believe in, social issues in the league, and that's given us the confidence to go out and do it as well in this generation."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,We're only doing what the greats have done before us. They set a great example when it comes to that. It's good we have such a huge platform to get a message out quick to anybody around the world.
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"I like East and West always. I like playing conference versus conference, the traditional way that I grew up on. Hopefully we go back to playing in our own jerseys too."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"Traditional way, the way that the picking teams, all that stuff, it doesn't matter. It's all about the product on the court and celebrating the best players in the league at that moment."
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,I just love my job. I love getting up and doing what I do every day. It's just in my DNA at this point to just get at that hoop.
2024 - ALL-STAR GAME,February 18,KEVIN DURANT,"I enjoy every part of it. There's stressful times, but I enjoy it too. Honestly, when I'm out of those stressful times, it's cool to look back and get better at both. I just love my job. I want to do it as long as I can."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,He's been doing it for his whole career. I know I got off to a head start. But you can stretch your imagination. I think Atlanta two years ago where I think he won -- like maybe two feet beyond the three-point line to win the game in that Elam ending thing. It's always fun to stretch the limits of where he could shoot. He's been doing it a long time.
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,You don't ever want to lose that joy no matter how deep you get into your career and the expectations that come with the success that you have and the standards you set. Things are going to get tougher when you try to win at the highest level. Embracing that while still playing with joy is always the challenge.
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,"He's been to two All-Stars, and playoff experience and all that will come. The sky's the limit for him. You don't want to change who you are as you get deeper into your career."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,"Extremely excited. 2019, I think it was, I got to go home to Charlotte and feel the love of my hometown. Kind of embraced that experience. I imagine it's going to be that plus a whole lot more. Hosted in the Bay, it will be the first time since 2000. So a lot to offer."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,"The whole Bay has a lot to offer -- San Francisco, Chase Center, possibly some spotlights in Oakland and our history there and in that city as well. But I'm excited. Thankful to be a short drive."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,"I think about it all the time, but the thought stops because you've got to get ready for the next game. There's a routine and a cycle that goes if you embrace it now. Eventually you'll get to the point where you'll wake up, and whatever your body's telling you, whatever your mind is telling you, it's time. But I don't think I'm anywhere close to that."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,"He had this phrase called ""tiki-taka"" he called it."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,"It's a great visual to see. It's a great comparison of body movement, ball movement, between the two sports. It's all about just flow and rhythm and chemistry. We've had a certain style that we've mastered that has evolved over the ten years he's been coaching. Yeah, it was a concerted effort to get us to play a certain way that would help us win. Obviously we've been able to do that."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,"I don't know. I'll be able to answer that question better when it's all said and done, because you're still passionate and inspired to win more championships. Individual accolades come from that mission, and that is my advice."
2024 - ALL-STAR GAME,February 18,STEPHEN CURRY,I'll be able to answer that when I'm done. No idea right now.
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"I think it was great. Overall the weekend, celebrating basketball and the legends around the game and stuff like that, celebrities. I think it was a good weekend overall."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"I've only been to a few. The only one I really can compare it to was Utah, because in Atlanta, the other one I went to, was COVID or whatever the case may be. So far, so good for me. I thought that was a great crowd, great energy. Turned out well."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"Definitely the snow. I think nobody planned for that. But I live in Boston, so I'm used to it."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"It was cool. It was fine. Before, I think we were attempting to put a little more effort into it, but I'm not sure how successful that was."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"Hopefully as the years go on, it gets back to being what the fans want to see. But I think maybe it was a little bit more effort this time, I think. I don't know. You guys would be a better judge of that."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"Yeah, there were some discussions. There were definitely some. I'm not sure how successful that was, but there were definitely some discussions. I guess guys are trying to figure out how to do that at the same time as having fun, being safe, being injury free. I guess more solutions need to be had to figure that out."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"It was cool being on the same team as J.T. this time. It was pretty cool. We got the win, and we had fun. I think it's just another platform to continue to raise for yourself but also raise for the city of Boston, just represent. I think that's what we kind of look at it as. That's what we've become."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,No practice. We just kind of went in hoping we'd have a better result. Obviously it went better in my head and our heads for sure than it looked out there.
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"We still had fun. I put my name in the hat. It was a little bit uncomfortable to participate in that contest, out of my comfort zone, but I wouldn't change anything. I went out there, tried to compete. Tried to bring some attention to it. Didn't go the way I expected, but that's a part of it sometimes."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,"I wouldn't say proud of myself, but I wouldn't change anything. I would do it again, if I felt like I made that decision. It was a little out of my comfort zone, but I did want to do something. I feel like I'm in my athletic prime. I felt like I wanted to go out and participate at some point in my career, and I did that."
2024 - ALL-STAR GAME,February 18,JAYLEN BROWN,I didn't get a chance to meet him. He came in and said some words to us as a group. He kind of like said hello to everybody. We didn't get a chance to really communicate or talk. But it was great. That was my first time ever seeing him up close and personal. I haven't seen him around Boston or anything. It was pretty cool to see him around.
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"He stayed hot from Saturday night, the win that he had. You could tell he was going for it. All we had to do as a team was give him the ball, and he did what he does best Make a lot of threes. How many did he have? 10, 11? He totally deserved it. All he had to do was play hard and give it his everything."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"It's incredible. He was shooting a couple shots and they were going in, and he would see like the reaction of everybody, KD, Steph, KAT, Jokic, they were all looking like, and I'm like, dang, that's my teammate there. I'm happy that he's on my side, and I'm happy what he's capable of doing on the court."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"We've just got to stay healthy, keep enjoying the game. Keep on getting together, getting closer. Build good habits as a team in the last 26 games that we have, and hopefully when it matters most, we can gain some edge. He can make tough shots like that, and I can do the rest to try to help us win."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"To answer your question, it's nice to have him on our side."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"I don't know if I felt it. Maybe I did feel it a couple times. I don't know that I felt I had to lift and put Milwaukee on the map. I was just playing hard, doing what I love, being consistent with it, staying humble through the whole journey. I always wanted to get better."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"I think by doing that step by step, I was able to -- people around the world know where Milwaukee is, and people talk about Milwaukee. Me being able to win a championship, in the last couple of years, we've been always competing for the championship. Obviously it takes a lot of hard work, a lot of time. But at the end of the day, it wasn't like my mindset being in Milwaukee, I wasn't thinking small-market team, small city, I've got to put them on the map, I've got to raise the whole thing."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"No, I always was, I've got to get better. I've got to represent them the right way when I put on that jersey. I've got to respect the people and respect the people before me, and hopefully I can make my mark. By having that mindset, I think I've been able to do it."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"Yeah, I'm happy. I'm happy that I can spend a few down days with my family, getting my mind right, getting my body right. Getting in the gym and working out and getting ready for the game."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"I think as a team, we all needed that. The last couple games we played before the break, you could see not only were we tired physically, but we played two back-to-backs in a row, four games in five days or four games in six days, I don't remember, but it's tiring."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"Our shootarounds, our practice, we have to get closer as a team. It's always like we've got to catch up. Usually when you start off in training camp, you have game plan, the structure and you keep adding slowly, slowly, slowly. We don't have that luxury anymore. Every shootaround, instead of shooting around and messing around and getting ready for the game, we actually practice. And so now we're physically a little more tired than the other team."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"Now we're adding things. We're adding more things. So I feel personally and our team, we need this little break, five, seven days, hoping to get back refreshed and go win some games."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"I have no idea. It's a funny and a crazy story at the same time. I really don't expect everybody to know who I am or know my name. I'm not aiming for that. I'm actually aiming for the opposite, kind of stay as low profile as I can. Yeah, crazy, crazy story."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"Going through the streets of Lagos trying to buy a Giannis jersey. I told my mom, if I see my jersey, I'm going to stop and buy it. I don't care if people mob me. I've never bought my jersey before. It's a good way to do it."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"You cannot hope guys miss. The players are too good. Guys are making shots from half-court. You saw that today. Last All-Star Game before that, I think in Cleveland, I think Steph was doing the same thing. Even guys that are not as good at three-point shooting, they can still shoot the ball. You can't just hope. You have to make it tougher, contest."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"My philosophy is kind of drive them off the three. I think that's what we've been doing the last couple of years. Try to make them shoot a tough two. No layups. Protect the paint. We have a great Defensive Player of the Year candidate, Brook Lopez, on our team. Send as many people as you can to the paint. No easy layups. Whenever a guy is at the three-point line wide open, you've got to fly out to him and make him put the ball on the floor. If he's going to take a dribble, dribble, dribble three, the chance of that going in is better."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"If you allow him and force him to take a tough two from the free throw line or a floater, it counts for two. I feel like that's been our philosophy the last couple years. That's our game plan. We still are going to allow a lot teams to shoot threes because they still play basketball. They play basketball. We play basketball. You cannot guard everything. But to be a good defensive you team, you have to make the other team shoot tough twos, and that's the way."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"It's fun. At the end of the day, we don't get as much time as we probably want to get with our family because of our profession. Our program is very, very busy, and whenever I can spend some time with my kids and kind of make them understand what I do, I try to take the time."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"Mostly in the past I kind of kept my kids out of the spotlight, to allow them to choose this life for themselves and not this life choose them. Whenever they can understand and want to jump into the spotlight, great, but I wanted that to be their decision. But I feel like that kind of created a disconnect between me and my kids. Like when I was on the basketball court, I kind of stayed away."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"But now I'm like, this is who we are. This is my family. I want my kids to be great men and understand what I do. I want them to have fun and see that their dad is having fun also. They enjoy basketball, and now I cannot keep them away from basketball."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"So I'm excited. I'm excited to be a father. I'm excited to make a future with my kids, and I hope that I can be a good father."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"I'll say many times if you could like create the perfect brother, Thanasis would probably be the person. He always like looked after us, took care of us, be supportive of us. He's always been there for not just me, but all our brothers."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"Back in the day, my brother Thanasis went viral with the Shammgod move. He basically shared shoes with me. He shared the Kobe five, Kobe six, something like that. It was the same colorway that I wore today, white and red. I loved them. Whenever he played, he'd take them off and then give them to me and allowed me to play. So we used to share our shoes."
2024 - ALL-STAR GAME,February 18,GIANNIS ANTETOKOUNMPO,"Then in 2019 in Charlotte, I got exactly those shoes, and I wrote on the shoes, ""Thanks, Thanasis, for sharing."" And I kind of paid tribute to him for sharing the shoes with me ten years ago. He never thought I was going to be an All-Star or the person that I am today. He was just with me because he loves me. I love him, too, so I wanted to pay respect for him."
2024 - NBA ALL-STAR MEDIA DAY,February 17,JAYSON TATUM,Absolutely. My foundation is based in St. Louis. Obviously that's where I'm from. I'm very prideful about the city and community I grew up in and trying to impact and change those around me.
2024 - NBA ALL-STAR MEDIA DAY,February 17,JAYSON TATUM,"Yeah, the initiative will start in St. Louis, and hopefully as it continues to grow and we get bigger and get more resources, I would love to expand. As of right now, it just focuses on single-parent families in St. Louis at the moment."
2024 - NBA ALL-STAR MEDIA DAY,February 17,JAYSON TATUM,"Individual awards are important. I'm not going to say that they're not. Everybody wants to win a championship, but you want to be rewarded for the work that you put in, for the things that you go out there and do on the court."
2024 - NBA ALL-STAR MEDIA DAY,February 17,JAYSON TATUM,"They have individual awards for a reason. As a competitor, as a player, you grew up watching your favorite players winning MVP and First Team All-NBA and all that."
2024 - NBA ALL-STAR MEDIA DAY,February 17,JAYSON TATUM,Of course you want to win those things. But you can't take precedent over playing the right way and doing the things that you have to do in order for your team to essentially be the best team in the league and have a chance to win a championship.
2024 - NBA ALL-STAR MEDIA DAY,February 17,JAYSON TATUM,"Would I love to win? Yes. But apparently us losing the Finals two years ago affects what people think of me now, so I guess I've got some ground to make up. Everybody who has a vote, they vote -- the criteria is different. Everybody thinks differently. Right, wrong, or indifferent, it is what it is. You can't tell people what they should look for when they vote. That's the beauty of it."
2024 - NBA ALL-STAR MEDIA DAY,February 17,JAYSON TATUM,"Yeah, it's been great. Couldn't be happier for him. You see the things that he did while he was at Duke. That's when I first got to know him and be able to talk to him. Obviously since he's been in the league, got a chance to meet his dad, his mom, signed with Jordan Brand, so obviously we have that connection as well."
